🇨🇳关于收费,#genre#
NewTV爱情喜剧,http://[2409:8087:5c00:10:5::76]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225698/index.m3u8$广西
NewTV爱情喜剧,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=8393829412396288037&livemode=1&stbId=2&channel-id=ystenlive
NewTV爱情喜剧,http://111.11.123.33:6610/000000001000/8393829412396288037/1.m3u8?Contentid=8393829412396288037&livemode=1&stbId=2&channel-id=ystenlive
NewTV爱情喜剧,http://111.11.123.32:6610/000000001000/8393829412396288037/index.m3u8?channel-id=ystenlive&Contentid=8393829412396288037&livemode=1&stbId=3
NewTV爱情喜剧,http://iptva.cn:5244/api/Iptv/M3u8/Index?id=942&card=55788204268
NewTV家庭剧场,http://39.134.67.226/PLTV/88888888/224/3221225538/index.m3u8
NewTV家庭剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225713/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225713/index.m3u8
NewTV家庭剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225713/index.m3u8
NewTV家庭剧场,http://39.135.138.59:18890/PLTV/88888888/224/3221225713/index.m3u8
NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225677/index.m3u8
NewTV家庭剧场,http://39.134.176.160/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229007/index.m3u8
NewTV家庭剧场,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229695/index.m3u8
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8
NewTV家庭剧场,http://111.40.196.9/PLTV/88888888/224/3221225626/index.m3u8
NewTV家庭剧场,http://111.40.196.31/PLTV/88888888/224/3221225626/index.m3u8
NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
NewTV家庭剧场,http://39.134.65.208/PLTV/88888888/224/3221225538/index.m3u8
NewTV家庭剧场,http://39.134.65.6:80/wh7f454c46tw1932829804_1276949297/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8?icpid=88888888&RTS=1579029479&from=1&hms_devid=29
NewTV家庭剧场,http://ottrrs.hl.chinamobile.com/PLYT/88888888/224/3221225677/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/ysten-businessmobile/live/jiatingjc/1.m3u8
NewTV家庭剧场,http://[2409:8087:5c00:10:5::87]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225743/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225713/index.m3u8codeyj
NewTV家庭剧场,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225713/index.m3u8
NewTV家庭剧场,http://[2409:8087:3800:20:1000::802]:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225713/index.m3u8
NewTV家庭剧场,http://[2409:8087:3800:20:1000::803]:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225713/index.m3u8
NewTV家庭剧场,http://117.148.179.52/PLTV/88888888/224/3221229007/index.m3u8
NewTV家庭剧场,http://[2409:8087:3800:20:1000::2]:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225713/index.m3u8
NewTV家庭剧场,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=6316377948248689070&livemode=1&stbId=2&channel-id=ystenlive
NewTV家庭剧场,http://ywotttv.bj.chinamobile.com/TVOD/88888888/224/3221226330/1.m3u8
NewTV家庭剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229695/index.m3u8
NewTV家庭剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229007/index.m3u8
NewTV家庭剧场,http://39.135.138.60:18890/PLTV/88888888/224/3221225713/index.m3u8
NewTV家庭剧场,http://39.135.138.60:18890/TVOD/88888910/224/3221225713/index.m3u8
NewTV家庭剧场,http://111.40.196.39/PLTV/88888888/224/3221225626/index.m3u8
NewTV家庭剧场,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jiatingjc/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8#
NewTV家庭剧场,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225882/index.m3u8?servicetype=1
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=6316377948248689070&livemode=1&stbId=4
NewTV家庭剧场,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225713/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225626/index.m3u8
NewTV家庭剧场,http://111.11.123.33:6610/000000001000/1000000004000008284/index.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=3
NewTV家庭剧场,http://39.135.7.4:6610/000000001000/1000000004000008284/index.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=3
NewTV家庭剧场,http://111.11.123.28:6610/000000001000/1000000004000008284/index.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=3
NewTV家庭剧场,http://[2409:8087:5c00:10:5::87]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225743/index.m3u8$广西
NewTV家庭剧场,http://111.11.123.33:6610/000000001000/6316377948248689070/1.m3u8?Contentid=6316377948248689070&livemode=1&stbId=2&channel-id=ystenlive
NewTV家庭剧场,http://111.11.123.32:6610/000000001000/1000000004000008284/index.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=3
NewTV家庭剧场,http://iptva.cn:5244/api/Iptv/M3u8/Index?id=944&card=55788204268
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225713/index.m3u8
NewTV魅力潇湘,http://111.40.196.44/0000000000001001/1/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000006197
NewTV魅力潇湘,http://gslbserv.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=4
NewTV魅力潇湘,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
NewTV魅力潇湘,http://111.11.123.33:6610/000000001000/1000000001000006197/index.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=3
NewTV魅力潇湘,http://39.135.7.4:6610/000000001000/1000000001000006197/index.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=3
NewTV魅力潇湘,http://111.11.123.28:6610/000000001000/1000000001000006197/index.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=3
NewTV魅力潇湘,http://111.11.123.33:6610/000000001000/1000000001000006197/1.m3u8?Contentid=1000000001000006197&livemode=1&stbId=2&channel-id=ystenlive
NewTV魅力潇湘,http://111.11.123.32:6610/000000001000/1000000001000006197/index.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=3
NewTV魅力潇湘,http://iptva.cn:5244/api/Iptv/M3u8/Index?id=957&card=55788204268
NewTV足球频道,http://nmglive.imfc.cn/5n1r1c/182396.m3u8
NewTV热播精选,http://39.134.68.155:6610/PLTV/88888888/224/3221225671/index.m3u8?
NewTV热播精选,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225521/1.m3u8#http://39.134.68.155:6610/PLTV/88888888/224/3221225671/index.m3u8?
NewTV热播精选,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
NewTV热播精选,http://39.134.65.162/PLTV/88888888/224/3221225521/1.m3u8
NewTV热播精选 ,http://111.40.196.33/PLTV/88888888/224/3221225624/index.m3u8
NewTV热播精选,http://39.135.138.60:18890/PLTV/88888888/224/3221225712/index.m3u8
NewTV黑莓动画,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225878/index.m3u8?servicetype=1
NewTV黑莓电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8#
NewTV黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8#
NewTV黑莓电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8#http://39.134.65.75:80/wh7f454c46tw1874103717_-1354686268/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8?
NewTV黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
NewTV黑莓电竞,http://39.134.65.75:80/wh7f454c46tw1874103717_-1354686268/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8?
NewTV黑莓动画,http://39.134.65.71:80/wh7f454c46tw1802519123_-1211386025/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8?
NewTV黑莓电影,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225891/index.m3u8?servicetype=1





🇨🇳经典影院,#genre#
好莱坞影院1,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
海西影视,http://stream.haixitv.cn/1/sd/live.m3u8
华语影院2,http://epg.112114.xyz/douyu/434971
译制影片,http://epg.112114.xyz/douyu/2436390
平泉电影,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
霍格影片,http://epg.112114.xyz/douyu/8814650
神乐影片2,http://epg.112114.xyz/douyu/85894
漫威电影2,http://epg.112114.xyz/douyu/6140589
经典恐怖,http://epg.112114.xyz/douyu/1165374
兴隆电影,https://jwcdnqx.hebyun.com.cn/live/xlys/1500k/tzwj_video.m3u8
可乐电影,http://epg.112114.xyz/douyu/20415
经典怀旧3,http://epg.112114.xyz/douyu/74374
双滦电影,https://jwcdnqx.hebyun.com.cn/live/slys/1500k/tzwj_video.m3u8
神乐影片1,http://epg.112114.xyz/douyu/122402
喜剧电影2,http://epg.112114.xyz/douyu/9292492
欧美大片2,http://epg.112114.xyz/douyu/2793084
喜剧经典,http://epg.112114.xyz/douyu/9650887
国产影片,http://epg.112114.xyz/douyu/5423
宇哥电影,http://epg.112114.xyz/douyu/413573
恐怖电影3,http://epg.112114.xyz/douyu/310926
恐怖电影2,http://epg.112114.xyz/douyu/263824





开心影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
喜剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
海西影视,http://stream.haixitv.cn/1/sd/live.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225769/index.m3u8
黑莓电竞,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225653/index.m3u8



🇨🇳爱奇艺,#genre#
爱奇艺小猪佩奇,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8?key=08b3f8f3a31f12001f96a0f53163b0596
爱奇艺小猪佩奇,http://aliyuncocsouth.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
爱奇艺小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8?key
爱奇艺兔小贝,http://bdcdncmn3.inter.71edge.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺儿歌大全,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key
爱奇艺兔小贝,http://baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺亲子,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key
爱奇艺宝宝巴士,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key
爱奇艺玩具,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key
爱奇艺宝宝课堂,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key
爱奇艺贝瓦儿歌,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
抗战剧场,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_163_600_t10/c54_lb_163_600_t10.m3u8
糖豆广场舞,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_235_600_t10/c56_lb_235_600_t10.m3u8
爱奇艺宝宝课堂,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key
爱奇艺亲子,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key
爱奇艺兔小贝,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺宝宝巴士,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key
爱奇艺兔小贝,http://ib302.zjcdn.com/baiducdncmn3.inter.iqiyi.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺兔小贝,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8?key
爱奇艺贝瓦儿歌,http://aliyuncdnct.inter.ptqy.gitv.tv/tslive/c56_lb_188_600_t10/c56_lb_188_600_t10.m3u8?key
爱奇艺兔小贝,http://aliyuncocsouth.inter.iqiyi.com/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8
爱奇艺兔小贝,http://118.26.120.33:55336/tslive/c54_lb_136_720P_t10/c54_lb_136_720P_t10.m3u8



🇨🇳虎牙,#genre#
虎牙-林正英,http://epg.112114.xyz/huya/11342421
虎牙-成龙,http://epg.112114.xyz/huya/11342386
虎牙-周润发,http://epg.112114.xyz/huya/11342387
虎牙-刘德华,http://epg.112114.xyz/huya/11342424
虎牙-李连杰,http://epg.112114.xyz/huya/11342390
虎牙-洪金宝,http://epg.112114.xyz/huya/11279251
虎牙-周星星粤语,http://epg.112114.xyz/huya/11336587
虎牙-王晶导演,http://epg.112114.xyz/huya/11602058
虎牙-周星星,http://epg.112114.xyz/huya/11342412
虎牙-沈腾,http://epg.112114.xyz/huya/11601968
虎牙-铁齿铜牙纪晓岚,http://epg.112114.xyz/huya/11342396
虎牙-倚天屠龙记,http://epg.112114.xyz/huya/11342403
虎牙-神雕侠侣,http://epg.112114.xyz/huya/23865171
虎牙-芈月传,http://epg.112114.xyz/huya/11352975
虎牙-神探狄仁杰,http://epg.112114.xyz/huya/11342425
虎牙-庆余年,http://epg.112114.xyz/huya/11352960
虎牙-爱情公寓,http://epg.112114.xyz/huya/11336726
虎牙-新三国演义,http://epg.112114.xyz/huya/11352944
虎牙-金庸武侠,http://epg.112114.xyz/huya/11342427
虎牙-鹿鼎记,http://epg.112114.xyz/huya/23865080
虎牙-搞笑喜剧,http://epg.112114.xyz/huya/11342423
虎牙-漫威宇宙,http://epg.112114.xyz/huya/11602034
虎牙-搞笑恐怖,http://epg.112114.xyz/huya/11601960
虎牙-高智商犯罪,http://epg.112114.xyz/huya/11352962
虎牙-成龙历险记,http://epg.112114.xyz/huya/11352946
虎牙-猫和老鼠,http://epg.112114.xyz/huya/11352879




🇨🇳斗鱼,#genre#
林正英电影2,http://epg.112114.xyz/douyu/7356023
【牛叔】N分钟带你看完大片,http://epg.112114.xyz/douyu/2758565
【RM-点播】点播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
欧美大片,http://epg.112114.xyz/douyu/2793084
冰冰经典电影,http://epg.112114.xyz/douyu/74374
宇哥电影,http://epg.112114.xyz/douyu/413573
刘德华电影1,http://epg.112114.xyz/douyu/2516864
海绵与大星直播间,http://epg.112114.xyz/douyu/2250349
斗鱼-华语点歌台,http://epg.112114.xyz/douyu/3186217
斗鱼-瑶瑶,http://epg.112114.xyz/douyu/2935323
斗鱼-小小亭长,http://epg.112114.xyz/douyu/5802446
【神剧】经典神剧,http://epg.112114.xyz/douyu/3700024
喜剧经典,http://epg.112114.xyz/douyu/9650887
斗鱼-339影院,http://epg.112114.xyz/douyu/1274132
林正英电影1,http://epg.112114.xyz/douyu/218859
斗鱼-网神影厅,http://epg.112114.xyz/douyu/508118
吃米滴虫,http://epg.112114.xyz/douyu/315457
麓山迷踪,http://epg.112114.xyz/douyu/4505431
【小叮当】童年经典动画片,http://epg.112114.xyz/douyu/9445279
漫威影片,http://epg.112114.xyz/douyu/6140589
喜剧电影,http://epg.112114.xyz/douyu/9292492
【科幻Fans】精彩科幻影视_解说连连看,http://epg.112114.xyz/douyu/3508304
林林影院,http://epg.112114.xyz/douyu/9652323
贝爷影厅1,http://epg.112114.xyz/douyu/252802
豆瓣高分,http://epg.112114.xyz/douyu/8770422
霍格影片,http://epg.112114.xyz/douyu/8814650
小宇60帧,http://epg.112114.xyz/douyu/323876
【童年往事】仨房间画面同步显示点播,http://epg.112114.xyz/douyu/7256376
计划！五一节の快乐,http://epg.112114.xyz/douyu/7528160
斗鱼-Liz陪看,http://epg.112114.xyz/douyu/7254536
华语经典,http://epg.112114.xyz/douyu/434971
神乐影片1,http://epg.112114.xyz/douyu/122402
鲁过一世的直播间,http://epg.112114.xyz/douyu/9716515
周末影院,http://epg.112114.xyz/douyu/3637765
可乐电影,http://epg.112114.xyz/douyu/20415
神乐影片2,http://epg.112114.xyz/douyu/85894
美味！蟹黄堡,http://epg.112114.xyz/douyu/8762358
恐怖电影,http://epg.112114.xyz/douyu/310926
斗鱼-邦德,http://epg.112114.xyz/douyu/9292499
斗鱼-港剧直播,http://epg.112114.xyz/douyu/4549169
刘德华电影2,http://epg.112114.xyz/douyu/8985415
开心锤锤_开心快乐每一天！,http://epg.112114.xyz/douyu/9018297
斗鱼-军旅动作,http://epg.112114.xyz/douyu/431460
斗鱼-菜园小饼,http://epg.112114.xyz/douyu/7701735
贝爷MAX厅,http://epg.112114.xyz/douyu/4332
华语电影,http://epg.112114.xyz/douyu/3928
恐怖经典,http://epg.112114.xyz/douyu/1165374
斗鱼-爱情公寓,http://epg.112114.xyz/douyu/6863367
斗鱼-破案-推理-悬疑,http://epg.112114.xyz/douyu/6091425
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
斗鱼-梁十一,http://epg.112114.xyz/douyu/7270927
最好看的搞笑篮球动漫,http://epg.112114.xyz/douyu/9401305
江户川柯南_是一个蒸蛋。,http://epg.112114.xyz/douyu/5377297
万年如一柯播南_各位给点电费吧,http://epg.112114.xyz/douyu/1783144
小U电影,http://epg.112114.xyz/douyu/96577
热血木叶忍者草帽路飞青春,http://epg.112114.xyz/douyu/206858
斗鱼-千部经典,http://epg.112114.xyz/douyu/7882691
【RM-轮播】轮播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/7298973
斗鱼-救救小鸭吧,http://epg.112114.xyz/douyu/7925840
【经典动漫】9455567,http://epg.112114.xyz/douyu/9455567
虎牙-四驱兄弟,http://epg.112114.xyz/huya/11352922
斗鱼-晚晚Vivi,http://epg.112114.xyz/douyu/8861179
斗鱼-蒲蚂蚱,http://epg.112114.xyz/douyu/6079455
【三笠】根本不存在解不开的迷！,http://epg.112114.xyz/douyu/7050342
舔狗波比的幸福生活,http://epg.112114.xyz/douyu/7620081
铁头与橘子（每周更新一起看霸总）,http://epg.112114.xyz/douyu/9450942
草帽丶海贼团的直播间,http://epg.112114.xyz/douyu/997925


🇨🇳音乐,#genre#
翁立友限时批,http://vd3.bdstatic.com/mda-iighnnxyc3nfj9zu/sc/mda-iighnnxyc3nfj9zu.mp4
翁立友爱情的陷阱,http://vd3.bdstatic.com/mda-ijgee8tg9n4a95ij/sc/mda-ijgee8tg9n4a95ij.mp4
翁立友妈妈请你不通痛,http://vd3.bdstatic.com/mda-im9gh6d15m05zu9p/sc/mda-im9gh6d15m05zu9p.mp4
冷漠-我是否也在你心中,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4378249&response=res&format=mp4&type=convert_url
罗时丰一定要成功,http://vd1.bdstatic.com/mda-hgmk00ncqxvvix0v/mda-hgmk00ncqxvvix0v.mp4
凤凰传奇-自由飞翔,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_18747906&response=res&format=mp4&type=convert_url
翁立友恁姊仔住市内,http://vd3.bdstatic.com/mda-ijfekw4yxergj9ak/sc/mda-ijfekw4yxergj9ak.mp4
凤凰传奇-歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
卓依婷旧情也绵绵,http://vd3.bdstatic.com/mda-jfje0s0z33b0c9vf/mda-jfje0s0z33b0c9vf.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
翁立友我问天,http://vd4.bdstatic.com/mda-im9gwdckyxiq5ab6/sc/mda-im9gwdckyxiq5ab6.mp4
月光瞑-蔡秋凤,http://txmov2.a.yximgs.com/upic/2020/11/25/15/BMjAyMDExMjUxNTQxMjRfMTU0MDc1NjUwOF8zOTc3MDYxOTQzOF8yXzM=_b_B5ef50d6b7967ca637b709b0bbd215806.mp4
冷漠-不要再说你还爱我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_911272&response=res&format=mp4&type=convert_url
陈百潭初恋,http://vd4.bdstatic.com/mda-jk22i7yt5vyjbgwt/hd/mda-jk22i7yt5vyjbgwt.mp4
陈淑苹黄昏之恋,http://vd4.bdstatic.com/mda-jk0m1rgje4eh01cw/hd/mda-jk0m1rgje4eh01cw.mp4
卓依婷蜗牛与黄鹂鸟,http://vd3.bdstatic.com/mda-jfjnacpfn6r21dec/mda-jfjnacpfn6r21dec.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
盗将行,https://vdse.bdstatic.com//8355cbc6c2fe19c5ad280869218430f5.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T13%3A03%3A13Z%2F-1%2Fhost
卓依婷心挂意无处用,http://vd3.bdstatic.com/mda-jfkgx7x5gki9xpgs/mda-jfkgx7x5gki9xpgs.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷看不见温柔,http://vd3.bdstatic.com/mda-jeqg6s6gc0ietmst/mda-jeqg6s6gc0ietmst.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷莫辜负好时光,http://vd3.bdstatic.com/mda-jfkkh6m5u47trvqc/mda-jfkkh6m5u47trvqc.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
孟庭苇-雾里看花,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/fi3PjAgsnTjwzAvSboT%40%40hd.m3u8
卓依婷免失志,http://vd3.bdstatic.com/mda-jdngvdh4ru0irwma/mda-jdngvdh4ru0irwma.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
翁立友情缘路,http://vd3.bdstatic.com/mda-ijgdxmwrrfv4tsam/sc/mda-ijgdxmwrrfv4tsam.mp4
凤凰传奇-温柔姑娘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6401404&response=res&format=mp4&type=convert_url
曾经拥有的那些年,http://em.21dtv.com/songs/60110036.mkv
孟庭苇-过冬,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/U9QKnKK2RpKMElnSS07%40%40hd.m3u8
冷漠-你把爱情给了谁,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1210771&response=res&format=mp4&type=convert_url
蔡丽津月圆情,http://vd3.bdstatic.com/mda-jm53zq7k0b0kbxch/sc/mda-jm53zq7k0b0kbxch.mp4
卓依婷萍聚,http://vd3.bdstatic.com/mda-jenmbx88uk365k40/mda-jenmbx88uk365k40.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
二小姐酒梦,http://vd4.bdstatic.com/mda-jisq7k1t5n821tjt/sc/mda-jisq7k1t5n821tjt.mp4
卓依婷歹路不通行,http://vd3.bdstatic.com/mda-imigfktdeeseud4j/mda-imigfktdeeseud4j.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
一句再会-陈思安,http://txmov2.a.yximgs.com/upic/2020/11/07/23/BMjAyMDExMDcyMzM3MTdfMTU0MDc1NjUwOF8zODg5OTQ0NTkxMl8yXzM=_b_B75778f52a4759d91ee9275fffb96812f.mp4
翁立友独身仔的生活,http://vd4.bdstatic.com/mda-jdmd7ydrsa0dp6e2/hd/mda-jdmd7ydrsa0dp6e2.mp4
陈瑞-天长地久,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583220&response=res&format=mp4&type=convert_url
原版大鱼海棠,http://vd3.bdstatic.com/mda-jm9x2pw13gpb4d82/sc/mda-jm9x2pw13gpb4d82.mp4
你若三冬,https://vdse.bdstatic.com/865b4e81a729189fcafe910104151a75.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
不仅仅是喜欢,https://vd3.bdstatic.com/mda-jhjswzf4u7tsujf1/hd/mda-jhjswzf4u7tsujf1.mp4?pd=19&vt=1
草蜢-宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
卓依婷爱情一阵风,http://vd3.bdstatic.com/mda-jf5fre7jvd0q3rfu/mda-jf5fre7jvd0q3rfu.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
芒种,https://vd3.bdstatic.com/mda-kat1tr4ka5st965k/hd/mda-kat1tr4ka5st965k.mp4?pd=20
罗时丰爱情的路,http://vd4.bdstatic.com/mda-jcrjcp1wy5q2i00n/sc/mda-jcrjcp1wy5q2i00n.mp4
卓依婷梦醒十分,http://vd3.bdstatic.com/mda-jennyc5ci1ugrxzi/mda-jennyc5ci1ugrxzi.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
体面,https://vdse.bdstatic.com//f18bdf41f28b68a1b0177fa5e5cdf8fe.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A29Z%2F-1%2Fhost
翁立友拼命的坚持,http://vd4.bdstatic.com/mda-jd9ksvdjk0n3qiae/hd/mda-jd9ksvdjk0n3qiae.mp4
屋顶着火宋茜,https://vd3.bdstatic.com/mda-ife08h4xpq85sg65/logo/hd/mda-ife08h4xpq85sg65.mp4?pd=19&vt=1
翁立友爱过无心,http://vd4.bdstatic.com/mda-ijgqk17gxf3xh2wz/sc/mda-ijgqk17gxf3xh2wz.mp4
凤凰传奇-御龙归字谣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
